smiles,IC50_nM,pIC50,Fingerprint
CN(C)C1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)NC(=O)COC3=CC4=C(C=C3)C(=O)C=CO4,10.0,8.0,[0 0 0 ... 0 0 0]
CS(=O)(=O)NC1=C(N=CC(=C1)C2=CC=NC=C2)Cl,10.0,8.0,[0 0 0 ... 0 0 0]
COC1=C(C=C(C=N1)C2=CC3=C(COC3)C(=C2)NC(=O)CN4CCOCC4)NS(=O)(=O)C,10.0,8.0,[0 0 0 ... 0 0 0]
C1C=CCOC2=C(C=CC=C2Br)C(=O)NC3=CC=CC(=N3)C4=NN=CN41,10.0,8.0,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=CN=CC4=CC=CC=C43,10.0,8.0,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=CN=C4N3C=CC=C4,10.0,8.0,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)OC3=CC=CC=C3,10.0,8.0,[0 1 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=CC(=NN3C)C4CC4,10.0,8.0,[0 1 0 ... 0 0 0]
CC1=CN=C(N=C1NC2=CC=C(C=C2)N3CCOCC3)C4=CC(=CC=C4)N,10.218,7.990634101653756,[0 0 0 ... 0 0 0]
CC1=CC(=NC(=N1)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)NC5=CC6=C(C=C5)OCO6,10.384,7.983635320543706,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC3=CC(=C(C=C3C(=N2)NC4=CC=CC=C4)OC)OC,10.425,7.981923936354205,[0 0 0 ... 0 0 0]
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)N4CCOCC4)NCC5=CC=CC=C5)OC,10.469,7.980094800195386,[0 0 0 ... 0 0 0]
CC1=CC(=NC(=N1)N2CCC3=CC=CC=C3C2)NC4=CC=C(C=C4)N5CCOCC5,10.572,7.975842845540328,[0 0 0 ... 0 0 0]
C1CN(CCC1NC2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NC5=CC=C(C=C5)N6CCOCC6)CC7=CC=CC=C7,10.695,7.970819211092453,[0 0 0 ... 0 0 0]
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)N4CCOCC4)NCCOC5=CC=CC=C5)OC,10.75,7.968591535748375,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC3=C(C(=N2)NC4=CC=C(C=C4)N5CCOCC5)NC=N3,10.826,7.965531977244957,[0 0 0 ... 0 0 0]
C1CN(CCC1NC2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NC5=CC=C(C=C5)N6CCOCC6)CC7=CC=CC=C7,10.953,7.96046691233061,[0 0 0 ... 0 0 0]
C1CN(CCC1NC2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4)CC5=CC=CC=C5,10.976,7.959555901637323,[0 0 0 ... 0 0 0]
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC(=C5C(=N4)N(C=N5)C6=CSC=C6)NCCC7=CC=C(C=C7)O,11.06,7.95624487303132,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC(=C4)OC)N5C=C(N=C5)C6CC6,11.294,7.9471522165991395,[0 1 0 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=NC(=C4C(=N3)N(C=N4)CC5=CC=C(C=C5)C(F)(F)F)NC6=CC7=C(C=C6)OCO7,11.302,7.94684469703812,[0 0 0 ... 0 0 0]
CC1=CC(=NC(=N1)NC2=CC=C(C=C2)N3CCOCC3)NC4=CC5=C(C=C4)OCO5,11.425,7.942143791258112,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=C(C=C4)N5CCOCC5)N6C=C(N=C6)C7CC7,11.633,7.93430827190673,[0 1 0 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=NC(=NC4=C3NC=N4)NC5=CC6=C(C=C5)N=CC=C6,11.687,7.932296955959934,[0 0 0 ... 0 0 0]
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)N4CCOCC4)NC5=CC6=C(C=C5)OCO6)OC,11.85,7.926281649653877,[0 0 0 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=NC(=NC(=C3)C4=CC5=C(C=C4)NC=C5)N,11.893,7.924708581116698,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC=CC(=N2)NCCOC3=CC=CC=C3,11.954,7.922486748502337,[0 0 0 ... 0 0 0]
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC=CC(=C4)C5=CN(N=C5)C6CCOCC6,12.064,7.918508671474301,[0 1 0 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=NC4=C(C(=N3)NCC5=CC(=CC=C5)C(F)(F)F)NC=N4,12.14,7.915781313260761,[0 0 0 ... 0 0 0]
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=NC=CC4=CC=CC=C43)NC5=CC=C(C=C5)N6CCOCC6)OC,12.236,7.912360531687359,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC=CC(=N2)NC3=CC4=C(C=C3)OCO4,12.534,7.9019103096360475,[0 0 0 ... 0 0 0]
C1CC1NC2=C3C(=NC(=N2)NC4=CC=C(C=C4)N5CCOCC5)N(C=N3)C6=CSC=C6,12.54,7.901702463505302,[0 0 0 ... 0 0 0]
CC1=CC(=NC(=N1)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)NC5=CC=C(C=C5)N6CCOCC6,12.664,7.8974290981457,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC3=CC(=C(C=C3C(=N2)NCCC4=CC=C(C=C4)OC)OC)OC,12.684,7.896743766644949,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC=CC(=N2)NC3=CC4=C(C=C3)OCO4,12.791,7.893095501064357,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC3=CC(=C(C=C3C(=N2)NCC4=CC(=CC=C4)C(F)(F)F)OC)OC,12.891,7.889713391596434,[0 0 0 ... 0 0 0]
CCN(CC)C(=O)C1CCCN(C1)C2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NC5=CC=C(C=C5)N6CCOCC6,13.133,7.881636055736559,[0 0 0 ... 0 0 0]
C1CN(CCN1C2=CC=CC=N2)C3=NC(=C4C(=N3)N(C=N4)C5=CSC=C5)NC6=CC=C(C=C6)N7CCOCC7,13.244,7.877980827919969,[0 0 0 ... 0 0 0]
CSC1=NC(=NC2=C1NC=N2)N,13.3,7.876148359032914,[0 0 0 ... 0 0 0]
CC1=CC(=NC(=N1)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)NC5=CC6=C(C=C5)OCO6,13.354,7.874388628102536,[0 0 0 ... 0 0 0]
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)N4CCN(CC4)CC5=CC6=C(C=C5)OCO6)NC7CCN(CC7)CC8=CC=CC=C8,13.388,7.87328429631426,[0 0 1 ... 0 0 0]
C1CN(CC2=CC=CC=C21)C3=NC=CC(=N3)NC4=CC=C(C=C4)N5CCOCC5,13.597,7.8665569024509026,[0 0 0 ... 0 0 0]
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)N4CCOCC4)NC5CC5)OC,13.644,7.86505828926464,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NCCC5=CC=C(C=C5)O,13.707,7.863057587224633,[0 0 0 ... 0 0 0]
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC5=C(N4)C(=NC=N5)NC6=CC=C(C=C6)N7CCOCC7,13.775,7.860908392476177,[0 0 0 ... 0 0 0]
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC5=C(N4)C(=NC=N5)NC6=CC=C(C=C6)N7CCOCC7,13.775,7.860908392476177,[0 0 0 ... 0 0 0]
CC1=CC(=NC(=N1)NC2=CC=C(C=C2)N3CCOCC3)NC4=CC5=C(C=C4)OCO5,13.794,7.8603097783470774,[0 0 0 ... 0 0 0]
CC(C)N1C=NC2=C(N=C(N=C21)N3CCN(CC3)C4=CC=CC=N4)NC5=CC=C(C=C5)N6CCOCC6,13.867,7.858017484447196,[0 1 0 ... 0 0 0]
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)NC4=CC=C(C=C4)N5C=CN=C5)NCCOC6=CC=CC=C6,13.888,7.857360292167583,[0 0 1 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=NC(=C4C(=N3)N(C=N4)C5=CSC=C5)NC6=CC7=C(C=C6)OCO7,13.939,7.855768381909453,[0 0 0 ... 0 0 0]
COC1=CC(=CC(=C1OC)OC)NC2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NC5=CC=C(C=C5)N6CCOCC6,14.042,7.852571031301344,[0 0 0 ... 0 0 0]
CC1=CC(=NC(=N1)NC2=CC(=CC=C2)N(C)C)NCCC3=CC=C(C=C3)O,14.325,7.843905369360573,[0 0 0 ... 0 0 0]
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC(=C5C(=N4)N(C=N5)C6=CSC=C6)NC7=CC=C(C=C7)N8CCOCC8,14.426,7.8408540721459525,[0 0 0 ... 0 0 0]
CC(C)N1C=NC2=C(N=C(N=C21)NC3=CC(=CC=C3)N(C)C)NC4CCN(CC4)CC5=CC=CC=C5,14.452,7.840072047104015,[0 1 0 ... 0 0 0]
C1CN(CCC1NC2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4)CC5=CC=CC=C5,14.542,7.837375859692154,[0 0 0 ... 0 0 0]
C1CN(CC2=CC=CC=C21)C3=NC=CC(=N3)NC4=CC=C(C=C4)N5CCOCC5,14.581,7.836212690037997,[0 0 0 ... 0 0 0]
COC1=CC(=CC(=C1OC)OC)NC2=NC(=NC3=CC(=C(C=C32)OC)OC)NC4=CC=C(C=C4)N5CCOCC5,14.657,7.833954912148775,[0 0 0 ... 0 0 0]
CC1=CC(=NC(=N1)C2=CC=C(C=C2)OC)NC3=CC=C(C=C3)N4CCOCC4,14.66,7.8338660296948905,[0 0 1 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)NCC4=CC(=CC=C4)C(F)(F)F,14.762,7.830854799008802,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC=CC(=N2)NCCC3=CC=C(C=C3)OC,14.763,7.830825380246257,[0 0 0 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)NC4=CC5=C(C=C4)OCO5,14.772,7.830560701021059,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NC5=CC6=C(C=C5)OCO6,14.835,7.828712449347139,[0 0 0 ... 0 0 0]
COC1=CC=C(C=C1)CCNC2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4,14.838,7.828624633255059,[0 0 0 ... 0 0 0]
COC1=CC(=CC(=C1OC)OC)NC2=C3C(=NC(=N2)C4=CC=C(C=C4)C(=O)N)N(C=N3)C5CCCCC5,14.884,7.827280338650503,[0 0 1 ... 0 0 0]
CC(=C1C2=C3C(=NC1=O)C=CC=C3C(=O)C4=CC=CC=C42)O,15.0,7.823908740944319,[0 0 0 ... 0 0 0]
COC1=CC(=CC(=C1OC)OC)NC2=C3C(=NC(=N2)N4CCC5=CC=CC=C5C4)N(C=N3)C6=CC=CC=C6,15.001,7.8238797889439144,[0 0 0 ... 0 0 0]
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)N4CCOCC4)NC5CC5)OC,15.129,7.820189777121204,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC3=C(C(=N2)NC4=CC=C(C=C4)N5CCOCC5)NC=N3,15.196,7.818270715117317,[0 0 0 ... 0 0 0]
CC1=CN=C(N=C1NC2=CC=C(C=C2)N3CCOCC3)C4=CC=C(C=C4)C(=O)N,15.327,7.814542842598074,[0 0 0 ... 0 0 0]
CN1C2=CC=CC=C2N=C1NC3=NC4=CC(=C(C=C4C(=N3)NC5=CC=C(C=C5)N6CCOCC6)OC)OC,15.516,7.809220229071981,[0 0 0 ... 0 0 0]
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC5=C(N4)C(=NC=N5)NCCC6=CC=C(C=C6)O,15.691,7.804349377595814,[0 0 0 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=C4C(=NC(=N3)NC5=CN=CC=C5)N(C=N4)C6=CC=CC=C6,15.881,7.799122154250974,[0 0 0 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=C4C(=NC(=N3)NC5=CN=CC=C5)N(C=N4)C6=CC=CC=C6,15.881,7.799122154250974,[0 0 0 ... 0 0 0]
C1CN(CCC1NC2=C3C(=NC(=N2)NC4=CC=C(C=C4)N5CCOCC5)N(C=N3)CC6=CC=C(C=C6)C(F)(F)F)CC7=CC=CC=C7,16.163,7.791478027068567,[0 0 0 ... 0 0 0]
CC(C)N1C=NC2=C(N=C(N=C21)NCC3=CC4=C(C=C3)OCO4)NC5=CC6=C(C=C5)OCO6,16.241,7.789387233647102,[0 1 0 ... 0 0 0]
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC(=C5C(=N4)N(C=N5)C6=CSC=C6)NC7=CC=C(C=C7)N8CCOCC8,16.305,7.787679196858024,[0 0 0 ... 0 0 0]
CC(C)N1C=NC2=C(N=C(N=C21)N3CCN(CC3)C4=CC=CC=N4)NC5=CC=C(C=C5)N6CCOCC6,16.424,7.784521063637465,[0 1 0 ... 0 0 0]
CC(C)N1C=NC2=C(N=C(N=C21)NC3=CC=C(C=C3)N4CCOCC4)NC5=CC=CC=C5,16.439,7.784124604538724,[0 1 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC=CC(=N2)NCC3=CC(=CC=C3)C(F)(F)F,16.455,7.783702113369608,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC=CC(=N2)NCC3=CC(=CC=C3)C(F)(F)F,16.455,7.783702113369608,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC=CC(=N2)NCCOC3=CC=CC=C3,16.661,7.778298935615403,[0 0 0 ... 0 0 0]
CC1=C(OC2=CC=CC=C12)C(=O)NC3=CC(=CC=C3)N4C=NN=N4,16.7,7.777283528852417,[0 0 0 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=CC(=NC(=N3)N)NC4=CC5=C(C=C4)OCO5,16.755,7.77585556782871,[0 0 0 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=CC(=NC(=N3)N)NC4=CC5=C(C=C4)OCO5,16.755,7.77585556782871,[0 0 0 ... 0 0 0]
C1CCC(CC1)N2C=NC3=C(N=C(N=C32)N4CCN(CC4)CC5=CC6=C(C=C5)OCO6)NCCOC7=CC=CC=C7,16.76,7.775725985705742,[0 0 1 ... 0 0 0]
CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=C3)NC4=CC=CC=C4C5=NC=CC=N5)C(F)(F)F)OC.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,16.803,7.774613172611597,[0 0 0 ... 0 1 0]
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3CCN(CC3)CC4=CC=CC=C4)NC5=CC=C(C=C5)N6CCOCC6)OC,16.818,7.77422565185607,[0 0 0 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=NC(=C4C(=N3)N(C=N4)C5=CC=CC=C5)NCC6=CN=CC=C6,16.907,7.77193344734203,[0 0 0 ... 0 0 0]
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC5=C(N4)C(=NC=N5)NCCC6=CC=C(C=C6)O,16.933,7.771266091623863,[0 0 0 ... 0 0 0]
C1CN(CCC1NC2=C3C(=NC(=N2)NC4=CC=C(C=C4)N5CCOCC5)N(C=N3)CC6=CC=C(C=C6)C(F)(F)F)CC7=CC=CC=C7,16.976,7.770164633442734,[0 0 0 ... 0 0 0]
C1CCN(CC1)C2=NC=NC3=C2NC=N3,17.0,7.769551078621726,[0 0 1 ... 0 0 0]
COC1=CC=C(C=C1)C(=C2C(N(C(=O)C2=O)C3=NC4=C(S3)C=C(C=C4)F)C5=CC(=CC=C5)F)O,17.0,7.769551078621726,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC3=CC(=C(C=C3C(=N2)NC4CC4)OC)OC,17.077,7.767588421579154,[0 0 0 ... 0 0 0]
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC(=C5C(=N4)N(C=N5)CC6=CC=C(C=C6)C(F)(F)F)NC7=CC=C(C=C7)N8CCOCC8,17.153,7.765659912384816,[0 0 0 ... 0 0 0]
CC(C)N1C=NC2=C(N=C(N=C21)N3CCN(CC3)C4=CC=CC=N4)NC5CC5,17.153,7.765659912384816,[0 1 0 ... 0 0 0]
C1=CC(=CC(=C1)C(F)(F)F)CNC2=C3C(=NC(=N2)C4=CC=C(C=C4)C(=O)N)N(C=N3)CC5=CC=C(C=C5)C(F)(F)F,17.267,7.7627831109919985,[0 0 0 ... 0 0 0]
C1=CC(=CC(=C1)C(F)(F)F)CNC2=C3C(=NC(=N2)C4=CC=C(C=C4)C(=O)N)N(C=N3)CC5=CC=C(C=C5)C(F)(F)F,17.267,7.7627831109919985,[0 0 0 ... 0 0 0]
CC1=CC(=NC(=N1)NC2=CC(=CC=C2)N(C)C)NCC3=CC(=CC=C3)C(F)(F)F,17.314,7.7616025868187295,[0 0 0 ... 0 0 0]
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)N4CCOCC4)NC5=CC=C(C=C5)OCCN6CCCCC6)OC,17.477,7.7575331137646595,[0 0 1 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=NC4=C(C(=N3)NCC5=CC(=CC=C5)C(F)(F)F)NC=N4,17.494,7.7571108778106455,[0 0 0 ... 0 0 0]
COC1=CC=C(C=C1)CCNC2=C3C(=NC(=N2)NC4=CC=C(C=C4)N5CCOCC5)N(C=N3)C6=CC=CC=C6,17.537,7.756044698021259,[0 0 0 ... 0 0 0]
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=CC=NC=C3)NC4=CC=C(C=C4)N5CCOCC5)OC,17.575,7.755104666308139,[0 0 0 ... 0 0 0]
CC1=CN=C(N=C1NC2=CC=C(C=C2)N3CCOCC3)C4=CC(=CC=C4)N,17.793,7.7497508212470025,[0 0 0 ... 0 0 0]
COC1=CC(=CC(=C1OC)OC)NC2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NC5=CC=C(C=C5)N6CCOCC6,17.825,7.748970461476096,[0 0 0 ... 0 0 0]
CC1=CC(=NC(=N1)NC2=CC=CC=C2)NC3=CC=C(C=C3)N4CCOCC4,17.958,7.745742032776165,[0 0 0 ... 0 0 0]
C1=CC=C(C=C1)N2C=NC3=C(N=C(N=C32)C4=CC=C(C=C4)C(=O)N)NCC5=CC(=CC=C5)C(F)(F)F,18.004,7.744630995733559,[0 0 0 ... 0 0 0]
C1=CC=C(C=C1)N2C=NC3=C(N=C(N=C32)C4=CC=C(C=C4)C(=O)N)NCC5=CC(=CC=C5)C(F)(F)F,18.004,7.744630995733559,[0 0 0 ... 0 0 0]
CC(C)N1C=NC2=C(N=C(N=C21)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5)NC6=CC=C(C=C6)N7CCOCC7,18.009,7.7445104019244635,[0 1 0 ... 0 0 0]
COC1=C(C=C2C(=C1)C(=NC(=N2)NC3=NC=CC4=CC=CC=C43)NC5=CC=C(C=C5)N6CCOCC6)OC,18.051,7.743498733788682,[0 0 0 ... 0 0 0]
COC1=NC=C(C=C1)C2=NC3=C(N2)C(=NC=N3)NC4=CC(=C(C(=C4)OC)OC)OC,18.071,7.74301781409843,[0 0 0 ... 0 0 0]
COC1=NC=C(C=C1)C2=NC3=C(N2)C(=NC=N3)NC4=CC(=C(C(=C4)OC)OC)OC,18.071,7.74301781409843,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NC5=CC6=C(C=C5)OCO6,18.126,7.741698024343076,[0 0 0 ... 0 0 0]
CC1=CC(=NC(=N1)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)NCCC5=CC=C(C=C5)O,18.129,7.741626151031881,[0 0 0 ... 0 0 0]
CC1=CC(=NC(=N1)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)NCCC5=CC=C(C=C5)O,18.129,7.741626151031881,[0 0 0 ... 0 0 0]
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC(=C5C(=N4)N(C=N5)C6=CSC=C6)NCCC7=CC=C(C=C7)O,18.132,7.74155428961335,[0 0 0 ... 0 0 0]
CCCNC1=C2C(=NC(=N1)NC3=CC=C(C=C3)N4CCOCC4)N(C=N2)C5CCCCC5,18.178,7.740453900912978,[0 0 1 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=NC=NC4=C3NC(=N4)C5=CC(=CC=C5)N,18.232,7.739165687827681,[0 0 0 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=NC=NC4=C3NC(=N4)C5=CC(=CC=C5)N,18.232,7.739165687827681,[0 0 0 ... 0 0 0]
C1CN(CCC1NC2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NCCC5=CC=C(C=C5)O)CC6=CC=CC=C6,18.323,7.737003418398506,[0 0 0 ... 0 0 0]
COC1=CC=C(C=C1)CCNC2=NC(=NC3=CC(=C(C=C32)OC)OC)NC4=CC=C(C=C4)N5CCOCC5,18.336,7.736695399712704,[0 0 0 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=NC(=C4C(=N3)N(C=N4)C5=CC=CC=C5)NCC6=CN=CC=C6,18.345,7.736482283908034,[0 0 0 ... 0 0 0]
CC1=CC(=NC(=N1)NC2=CC=C(C=C2)N3CCOCC3)NC4CCN(CC4)CC5=CC=CC=C5,18.735,7.727346302570183,[0 0 0 ... 0 0 0]
CCN(CC)C1=NC(=NC(=N1)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)NC5=CC=C(C=C5)N6CCOCC6,18.75,7.726998727936262,[0 0 0 ... 0 0 0]
CC1=CC(=NC(=N1)NC2=CC=C(C=C2)N3CCOCC3)NC4CCN(CC4)CC5=CC=CC=C5,18.761,7.726744016548249,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC(=C3C(=N2)N(C=N3)CC4=CC=C(C=C4)C(F)(F)F)NCCC5=CC=C(C=C5)O,18.767,7.726605146002863,[0 0 0 ... 0 0 0]
CC(C)N1C2=NC=NC(=C2N=C1NC3=CC(=CC=C3)N(C)C)NC4CCN(CC4)CC5=CC=CC=C5,18.795,7.725957669950168,[0 1 0 ... 0 0 0]
CC(C)N1C2=NC=NC(=C2N=C1NC3=CC(=CC=C3)N(C)C)NC4CCN(CC4)CC5=CC=CC=C5,18.795,7.725957669950168,[0 1 0 ... 0 0 0]
CC(=O)NC1=CC=C(C=C1)NC2=NC(=NC3=CC(=C(C=C32)OC)OC)NC4=NC=CC5=CC=CC=C54,18.797,7.72591145857729,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC3=CC(=C(C=C3C(=N2)NCC4=CC(=CC=C4)C(F)(F)F)OC)OC,18.857,7.724527398930581,[0 0 0 ... 0 0 0]
COC1=CC(=C(C=C1)OC)NC2=NC(=NC3=C2NC=N3)N,18.9,7.723538195826756,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NN=C(C=C2)N3C=C(C4=CC=CC=C43)CC(=O)NC5=CC6=C(C=C5)OCO6,18.96,7.722161666997953,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NN=C(C=C2)N3C=C(C4=CC=CC=C43)CC(=O)NC5=CC6=C(C=C5)OCO6,18.96,7.722161666997953,[0 0 0 ... 0 0 0]
CN(C)C1=CC=CC(=C1)NC2=NC3=CC(=C(C=C3C(=N2)NC4=CC(=C(C(=C4)OC)OC)OC)OC)OC,19.007,7.721086425284038,[0 0 0 ... 0 0 0]
CC1=CN=C(N=C1NC2=CC(=C(C(=C2)OC)OC)OC)C3=CC=C(C=C3)C(=O)N,19.04,7.720333055951544,[0 0 0 ... 0 0 0]
CC(C)N1C=NC2=C(N=C(N=C21)NC3=CC=C(C=C3)N4C=CN=C4)NC5=CC=C(C=C5)N6CCOCC6,19.056,7.719968255861298,[0 1 0 ... 0 0 0]
CC(C)N1C=NC2=C(N=C(N=C21)NC3=CC=C(C=C3)N4C=CN=C4)NC5=CC=C(C=C5)N6CCOCC6,19.056,7.719968255861298,[0 1 0 ... 0 0 0]
COC1=CC2=C(C=C1)OCC(C2)C(=O)NC3=C(C=C(C=C3)C4=CNN=C4)OCCOCC5=CC=CC=C5.C(=O)(C(F)(F)F)O,19.226,7.716111062023944,[0 0 0 ... 0 0 0]
C1COCCN1C2=NN(C=N2)C3=CC=C(C=C3)NC4=NC=C5C=CC(=CC5=N4)C6=NNN=C6.C(=O)(C(F)(F)F)O,19.226,7.716111062023944,[0 0 0 ... 0 0 0]
CC1=NN(C(=N1)C)C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC(=CC=C4)N5N=CC=N5.C(=O)(C(F)(F)F)O,19.226,7.716111062023944,[0 0 0 ... 0 0 0]
CN1C=C(C=N1)C2=CC3=NC(=NC=C3C=C2)NC4=CC=C(C=C4)N5C=NC(=N5)N6CCOCC6.Cl,19.226,7.716111062023944,[0 0 0 ... 0 0 0]
CC1=C(C=NN1)C2=CC(=CC(=C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5C(=NC(=N5)C)C)F.C(=O)(C(F)(F)F)O,19.226,7.716111062023944,[0 0 0 ... 0 0 0]
C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=C3)NC4=CC=CC=C4C(=O)NC5=CC=CC=C5,19.226,7.716111062023944,[0 0 0 ... 0 0 0]
C1C(OC2=CC=CC=C2O1)C(=O)NC3=CC=C(C=C3)C4=C5C=CNC5=NC=N4.C(=O)(C(F)(F)F)O,19.226,7.716111062023944,[0 0 0 ... 0 0 0]
CC1=C(C(=CC=C1)NC2=CC3=C(C=C2)N(N=C3)C4=CC=CC(=C4)C(=O)NCCN5CCN(CC5)CC6CC6)Cl.Cl.Cl.Cl,19.226,7.716111062023944,[0 0 0 ... 0 0 0]
CC1=C(C(=CC=C1)NC2=CC3=C(C=C2)N(N=C3)C4=CC=CC(=C4)C(=O)NCCN5CCNCC5)Cl.Cl.Cl.Cl,19.226,7.716111062023944,[0 0 0 ... 0 0 0]
